=== Run information ===	

Scheme:       weka.classifiers.bayes.NaiveBayes 	
Relation:     DigitalCircuitsComboRecognizer-weka.filters.unsupervised.attribute.Remove-R2	28-61
Instances:    1640	
Attributes:   27	
              NumStrokes	
              Image_AND	
              Image_OR	
              Image_NAND	
              Image_NOR	
              Image_NOT	
              Image_NOTBUBBLE	
              Image_XOR	
              Image_LabelBox	
              Rubine_BackLine	
              Rubine_FrontArc
              Rubine_BackArc
              Rubine_TopArc
              Rubine_BottomArc
              Rubine_Bubble
              Rubine_TopLine
              Rubine_BottomLine
              Rubine_Triangle
              Rubine_GreaterThan
              Rubine_TouchUp
              Rubine_Junk
              Rubine_LabelBoxOther
              Rubine_Not_V
              Rubine_Not_Hat
              Rubine_Entire_OR
              Rubine_Entire_AND
              class											
Test mode:    10-fold cross-validation											

=== Predictions on test data ===											

 inst#	    actual	 predicted	 error	 probability distribution							
131	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
132	8:LabelBox	5:NOT	+	0	0	0	0	0.999	0	0	0
133	8:LabelBox	8:LabelBox		0.002	0.043	0	0	0.001	0.001	0	0.952
134	8:LabelBox	8:LabelBox		0.028	0.029	0	0	0	0	0	0.943
135	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
136	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
137	8:LabelBox	8:LabelBox		0.004	0	0	0	0	0	0	0.996
138	8:LabelBox	1:AND	+	0.938	0	0	0	0	0	0	0.062
139	8:LabelBox	1:AND	+	0.771	0	0	0	0	0.029	0	0.199
140	8:LabelBox	8:LabelBox		0.006	0.008	0	0	0.393	0	0	0.593
141	8:LabelBox	8:LabelBox		0.318	0	0	0	0.001	0	0	0.681
142	8:LabelBox	8:LabelBox		0.119	0.019	0	0	0	0.005	0	0.857
143	8:LabelBox	1:AND	+	0.875	0.003	0	0	0	0	0	0.122
144	8:LabelBox	8:LabelBox		0.004	0.003	0	0	0	0	0	0.992
145	8:LabelBox	1:AND	+	0.807	0.002	0	0	0	0	0	0.191
146	8:LabelBox	1:AND	+	0.938	0	0	0	0	0	0	0.062
147	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
148	8:LabelBox	8:LabelBox		0.003	0.027	0	0	0.001	0	0	0.969
149	8:LabelBox	8:LabelBox		0.01	0	0	0	0.002	0	0	0.988
150	8:LabelBox	1:AND	+	0.732	0	0	0	0	0	0	0.267
151	4:NOR	2:OR	+	0	0.997	0	0	0	0	0	0.002
152	4:NOR	2:OR	+	0.023	0.856	0.002	0.038	0.074	0	0	0.006
153	4:NOR	4:NOR		0	0.061	0	0.883	0	0	0.056	0.001
154	4:NOR	4:NOR		0	0.009	0.007	0.98	0.003	0	0.001	0
155	4:NOR	4:NOR		0	0.429	0.002	0.546	0.019	0	0.003	0.001
156	4:NOR	4:NOR		0	0.009	0.007	0.98	0.003	0	0.001	0
157	4:NOR	4:NOR		0	0.011	0.004	0.767	0.214	0	0	0.003
158	4:NOR	4:NOR		0	0.126	0.007	0.671	0.011	0	0.182	0.003
159	6:NOTBUBBL	6:NOTBUBBL		0.011	0	0	0	0	0.984	0	0.005
160	6:NOTBUBBL	6:NOTBUBBL		0	0.001	0	0	0.002	0.991	0	0.006
161	6:NOTBUBBL	6:NOTBUBBL		0.006	0	0	0	0	0.971	0	0.023
162	6:NOTBUBBL	6:NOTBUBBL		0	0.001	0	0	0.002	0.991	0	0.006
163	6:NOTBUBBL	6:NOTBUBBL		0.003	0	0	0	0	0.99	0	0.008
164	6:NOTBUBBL	6:NOTBUBBL		0.002	0.02	0	0	0.001	0.972	0	0.005
1	5:NOT	5:NOT		0	0	0	0	0.999	0	0	0
2	5:NOT	5:NOT		0	0	0	0	1	0	0	0
3	5:NOT	5:NOT		0	0	0	0	0.992	0	0	0.008
4	5:NOT	7:XOR	+	0	0.167	0	0.008	0.001	0	0.801	0.022
5	5:NOT	5:NOT		0	0	0	0	1	0	0	0
6	5:NOT	3:NAND	+	0	0	0.948	0	0.05	0	0	0.002
7	5:NOT	5:NOT		0	0	0	0	1	0	0	0
8	5:NOT	5:NOT		0	0.012	0.001	0.002	0.984	0	0	0
9	5:NOT	5:NOT		0	0	0.004	0	0.995	0	0	0
10	5:NOT	5:NOT		0	0	0	0	1	0	0	0
11	5:NOT	5:NOT		0	0	0.004	0	0.995	0	0	0
12	5:NOT	5:NOT		0	0.004	0	0	0.985	0	0	0.011
13	5:NOT	5:NOT		0	0	0	0	1	0	0	0
14	5:NOT	5:NOT		0	0	0	0	1	0	0	0
15	5:NOT	5:NOT		0	0	0	0	1	0	0	0
16	5:NOT	5:NOT		0	0	0	0	0.979	0	0	0.021
17	5:NOT	5:NOT		0	0	0	0	1	0	0	0
18	5:NOT	5:NOT		0	0	0	0	0.993	0	0	0.007
19	5:NOT	5:NOT		0	0	0	0	1	0	0	0
20	5:NOT	5:NOT		0.001	0.001	0	0	0.957	0	0	0.041
21	5:NOT	5:NOT		0	0	0	0	1	0	0	0
22	5:NOT	5:NOT		0	0	0	0	1	0	0	0
23	5:NOT	5:NOT		0	0	0	0	1	0	0	0
24	5:NOT	5:NOT		0	0	0	0	1	0	0	0
25	5:NOT	5:NOT		0	0	0	0	1	0	0	0
26	5:NOT	5:NOT		0	0	0	0	1	0	0	0
27	5:NOT	2:OR	+	0	0.752	0	0.019	0.207	0	0.005	0.015
28	5:NOT	5:NOT		0	0	0	0	0.997	0	0	0.003
29	5:NOT	5:NOT		0	0	0.001	0	0.999	0	0	0
30	5:NOT	5:NOT		0	0	0	0	1	0	0	0
31	5:NOT	5:NOT		0	0	0	0	1	0	0	0
32	2:OR	2:OR		0	1	0	0	0	0	0	0
33	2:OR	8:LabelBox	+	0.032	0.323	0	0	0	0	0	0.645
34	2:OR	2:OR		0.005	0.867	0	0	0	0	0.12	0.009
35	2:OR	2:OR		0.003	0.991	0	0	0	0	0	0.006
36	2:OR	2:OR		0	1	0	0	0	0	0	0
37	2:OR	2:OR		0.021	0.974	0	0	0	0	0	0.005
38	2:OR	2:OR		0.001	0.997	0	0	0	0	0	0.002
39	2:OR	2:OR		0.001	0.996	0	0	0	0	0	0.003
40	2:OR	2:OR		0	0.999	0	0	0	0	0	0
41	2:OR	2:OR		0	1	0	0	0	0	0	0
42	2:OR	8:LabelBox	+	0.099	0.028	0	0	0	0	0	0.873
43	2:OR	2:OR		0.033	0.967	0	0	0	0	0	0
44	2:OR	2:OR		0	1	0	0	0	0	0	0
45	2:OR	2:OR		0	0.797	0	0.155	0.03	0	0.001	0.016
46	2:OR	2:OR		0.001	0.988	0	0	0	0	0.001	0.01
47	2:OR	2:OR		0	1	0	0	0	0	0	0
48	2:OR	1:AND	+	0.687	0.308	0	0	0	0	0.001	0.005
49	2:OR	1:AND	+	0.995	0.005	0	0	0	0	0	0
50	2:OR	2:OR		0.001	0.967	0	0.028	0	0	0.001	0.003
51	2:OR	2:OR		0.011	0.988	0	0	0	0	0	0.001
52	2:OR	2:OR		0.009	0.957	0	0	0	0	0	0.033
53	2:OR	2:OR		0.008	0.826	0	0	0	0.003	0.022	0.142
54	2:OR	2:OR		0.033	0.967	0	0	0	0	0	0
55	2:OR	2:OR		0	1	0	0	0	0	0	0
56	2:OR	2:OR		0.033	0.967	0	0	0	0	0	0
57	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
58	2:OR	1:AND	+	0.986	0.014	0	0	0	0	0	0.001
59	2:OR	2:OR		0	1	0	0	0	0	0	0
60	2:OR	2:OR		0.002	0.997	0	0	0	0	0	0.001
61	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
62	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
63	7:XOR	7:XOR		0	0	0	0	0	0	1	0
64	7:XOR	2:OR	+	0.004	0.9	0	0	0	0	0.095	0
65	7:XOR	7:XOR		0	0	0	0	0	0	1	0
66	7:XOR	7:XOR		0	0	0	0	0	0	1	0
67	7:XOR	7:XOR		0	0	0	0	0	0	1	0
68	7:XOR	7:XOR		0	0	0	0	0	0	1	0
69	7:XOR	7:XOR		0	0.007	0	0	0	0	0.993	0
70	7:XOR	7:XOR		0	0	0	0	0	0	1	0
71	7:XOR	7:XOR		0	0	0	0	0	0	1	0
72	7:XOR	7:XOR		0	0.07	0	0	0	0	0.93	0
73	7:XOR	7:XOR		0	0.001	0	0	0	0	0.999	0
74	7:XOR	2:OR	+	0.024	0.702	0	0	0	0	0.274	0.001
75	7:XOR	7:XOR		0	0	0	0	0	0	1	0
76	7:XOR	7:XOR		0	0.027	0	0	0	0	0.973	0
77	1:AND	1:AND		0.825	0.001	0	0	0	0	0	0.174
78	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
79	1:AND	1:AND		0.986	0.014	0	0	0	0	0	0.001
80	1:AND	1:AND		1	0	0	0	0	0	0	0
81	1:AND	1:AND		1	0	0	0	0	0	0	0
82	1:AND	1:AND		0.999	0	0	0	0	0	0	0.001
83	1:AND	1:AND		1	0	0	0	0	0	0	0
84	1:AND	1:AND		1	0	0	0	0	0	0	0
85	1:AND	1:AND		0.969	0	0	0	0	0	0	0.031
86	1:AND	1:AND		0.872	0.003	0	0	0	0	0	0.125
87	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
88	1:AND	1:AND		1	0	0	0	0	0	0	0
89	1:AND	2:OR	+	0.242	0.754	0	0	0	0	0	0.004
90	1:AND	1:AND		1	0	0	0	0	0	0	0
91	1:AND	1:AND		1	0	0	0	0	0	0	0
92	1:AND	1:AND		0.969	0.002	0	0	0	0	0	0.028
93	1:AND	1:AND		1	0	0	0	0	0	0	0
94	1:AND	1:AND		0.687	0.001	0	0	0	0	0	0.312
95	1:AND	1:AND		0.853	0.043	0	0	0	0.002	0	0.102
96	1:AND	1:AND		0.997	0	0	0	0	0	0	0.002
97	1:AND	1:AND		1	0	0	0	0	0	0	0
98	1:AND	1:AND		1	0	0	0	0	0	0	0
99	1:AND	1:AND		1	0	0	0	0	0	0	0
100	1:AND	1:AND		1	0	0	0	0	0	0	0
101	1:AND	1:AND		1	0	0	0	0	0	0	0
102	1:AND	1:AND		1	0	0	0	0	0	0	0
103	1:AND	1:AND		1	0	0	0	0	0	0	0
104	1:AND	8:LabelBox	+	0.436	0.001	0	0	0.001	0	0	0.562
105	1:AND	1:AND		0.982	0.017	0	0	0	0	0	0.001
106	1:AND	1:AND		1	0	0	0	0	0	0	0
107	1:AND	1:AND		1	0	0	0	0	0	0	0
108	1:AND	1:AND		0.995	0.005	0	0	0	0	0	0
109	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
110	1:AND	2:OR	+	0	1	0	0	0	0	0	0
111	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
112	1:AND	1:AND		0.995	0.005	0	0	0	0	0	0
113	1:AND	1:AND		1	0	0	0	0	0	0	0
114	1:AND	1:AND		1	0	0	0	0	0	0	0
115	1:AND	1:AND		1	0	0	0	0	0	0	0
116	1:AND	1:AND		1	0	0	0	0	0	0	0
117	1:AND	1:AND		1	0	0	0	0	0	0	0
118	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
119	1:AND	1:AND		1	0	0	0	0	0	0	0
120	1:AND	1:AND		1	0	0	0	0	0	0	0
121	1:AND	1:AND		1	0	0	0	0	0	0	0
122	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
123	3:NAND	5:NOT	+	0	0	0	0	1	0	0	0
124	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
125	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
126	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
127	3:NAND	4:NOR	+	0	0.022	0.012	0.957	0.008	0	0	0
128	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
129	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
130	3:NAND	3:NAND		0	0	0.975	0	0.023	0	0	0.002
131	8:LabelBox	5:NOT	+	0.204	0	0.002	0	0.452	0	0	0.342
132	8:LabelBox	1:AND	+	0.969	0	0	0	0	0	0	0.031
133	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
134	8:LabelBox	1:AND	+	0.92	0	0	0	0	0	0	0.08
135	8:LabelBox	8:LabelBox		0	0	0	0	0.012	0	0	0.987
136	8:LabelBox	1:AND	+	0.969	0	0	0	0	0	0	0.031
137	8:LabelBox	8:LabelBox		0.102	0	0	0	0	0	0	0.897
138	8:LabelBox	8:LabelBox		0	0	0.002	0	0	0	0	0.998
139	8:LabelBox	1:AND	+	0.92	0	0	0	0	0	0	0.08
140	8:LabelBox	8:LabelBox		0.154	0.004	0.003	0.001	0.012	0	0	0.826
141	8:LabelBox	8:LabelBox		0	0.001	0	0	0.005	0	0	0.994
142	8:LabelBox	8:LabelBox		0.002	0	0	0	0	0	0	0.998
143	8:LabelBox	8:LabelBox		0.006	0	0.001	0	0.101	0	0	0.891
144	8:LabelBox	8:LabelBox		0.001	0.033	0	0	0.006	0.003	0	0.957
145	8:LabelBox	8:LabelBox		0.003	0	0	0	0	0	0	0.997
146	8:LabelBox	5:NOT	+	0	0	0	0	0.731	0	0	0.269
147	8:LabelBox	8:LabelBox		0.05	0.013	0	0	0	0	0	0.937
148	8:LabelBox	8:LabelBox		0.016	0	0	0	0	0	0	0.983
149	8:LabelBox	5:NOT	+	0	0	0.078	0	0.906	0	0	0.016
150	8:LabelBox	1:AND	+	0.5	0	0.004	0	0.338	0	0	0.158
151	4:NOR	8:LabelBox	+	0.018	0.052	0.122	0.064	0.1	0	0	0.645
152	4:NOR	4:NOR		0	0.01	0.005	0.982	0.002	0	0.001	0
153	4:NOR	4:NOR		0	0.014	0	0.985	0	0	0	0
154	4:NOR	2:OR	+	0	0.72	0.011	0.228	0.04	0	0.001	0.001
155	4:NOR	3:NAND	+	0	0.079	0.895	0.007	0.013	0	0.002	0.004
156	4:NOR	5:NOT	+	0	0.027	0.006	0.017	0.65	0	0.004	0.296
157	4:NOR	2:OR	+	0	0.561	0	0.427	0.005	0	0	0.007
158	4:NOR	4:NOR		0	0.01	0.005	0.982	0.002	0	0.001	0
159	6:NOTBUBBL	6:NOTBUBBL		0.002	0.001	0	0	0	0.985	0	0.012
160	6:NOTBUBBL	2:OR	+	0.004	0.528	0.022	0.142	0.271	0	0.022	0.009
161	6:NOTBUBBL	6:NOTBUBBL		0.013	0.018	0.002	0	0	0.521	0	0.445
162	6:NOTBUBBL	6:NOTBUBBL		0	0	0	0	0.001	0.99	0	0.008
163	6:NOTBUBBL	6:NOTBUBBL		0.002	0.001	0	0	0	0.985	0	0.012
164	6:NOTBUBBL	6:NOTBUBBL		0.002	0.115	0	0	0.012	0.743	0	0.127
1	5:NOT	5:NOT		0	0	0	0.049	0.949	0	0	0.001
2	5:NOT	5:NOT		0	0	0	0	1	0	0	0
3	5:NOT	5:NOT		0	0	0	0	1	0	0	0
4	5:NOT	5:NOT		0	0	0	0	0.998	0	0	0.001
5	5:NOT	5:NOT		0	0	0	0	1	0	0	0
6	5:NOT	5:NOT		0	0	0	0	1	0	0	0
7	5:NOT	5:NOT		0	0	0.097	0	0.881	0	0	0.022
8	5:NOT	5:NOT		0	0	0	0	1	0	0	0
9	5:NOT	5:NOT		0	0	0	0	1	0	0	0
10	5:NOT	5:NOT		0	0	0	0	1	0	0	0
11	5:NOT	5:NOT		0	0	0	0.003	0.996	0	0	0.001
12	5:NOT	5:NOT		0	0	0	0.001	0.998	0	0	0.001
13	5:NOT	5:NOT		0	0	0	0	1	0	0	0
14	5:NOT	5:NOT		0	0	0	0	1	0	0	0
15	5:NOT	3:NAND	+	0	0	0.964	0	0.031	0	0	0.004
16	5:NOT	5:NOT		0	0	0	0	1	0	0	0
17	5:NOT	5:NOT		0	0	0	0	1	0	0	0
18	5:NOT	5:NOT		0	0	0.003	0	0.995	0	0	0.003
19	5:NOT	5:NOT		0	0	0.001	0	0.999	0	0	0
20	5:NOT	5:NOT		0	0	0	0	1	0	0	0
21	5:NOT	5:NOT		0	0	0	0	0.998	0	0	0.001
22	5:NOT	5:NOT		0	0	0	0	1	0	0	0
23	5:NOT	5:NOT		0	0	0	0	1	0	0	0
24	5:NOT	5:NOT		0	0	0	0	1	0	0	0
25	5:NOT	5:NOT		0	0	0	0	0.997	0	0	0.003
26	5:NOT	5:NOT		0	0	0	0	1	0	0	0
27	5:NOT	5:NOT		0	0	0	0	1	0	0	0
28	5:NOT	5:NOT		0	0	0	0.001	0.998	0	0	0.001
29	5:NOT	5:NOT		0.002	0.014	0	0	0.956	0	0	0.029
30	5:NOT	5:NOT		0	0	0	0	1	0	0	0
31	5:NOT	5:NOT		0	0	0	0	1	0	0	0
32	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
33	2:OR	2:OR		0	1	0	0	0	0	0	0
34	2:OR	2:OR		0	1	0	0	0	0	0	0
35	2:OR	2:OR		0.001	0.998	0	0	0	0	0.001	0
36	2:OR	2:OR		0	0.999	0	0	0	0	0.001	0
37	2:OR	2:OR		0.204	0.775	0	0	0	0	0	0.021
38	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
39	2:OR	8:LabelBox	+	0.001	0.045	0.094	0.123	0.022	0.001	0.002	0.712
40	2:OR	2:OR		0.04	0.96	0	0	0	0	0	0
41	2:OR	8:LabelBox	+	0.001	0.009	0	0	0.093	0	0	0.897
42	2:OR	1:AND	+	0.988	0.011	0	0	0	0	0	0.001
43	2:OR	2:OR		0	1	0	0	0	0	0	0
44	2:OR	2:OR		0.11	0.888	0	0	0	0	0	0.003
45	2:OR	2:OR		0.083	0.723	0.001	0	0.005	0	0.168	0.02
46	2:OR	2:OR		0	1	0	0	0	0	0	0
47	2:OR	2:OR		0	0.997	0	0	0	0	0.003	0
48	2:OR	2:OR		0	0.999	0	0	0	0	0	0
49	2:OR	2:OR		0	0.906	0	0	0.045	0	0.031	0.017
50	2:OR	2:OR		0.004	0.993	0	0.002	0	0	0	0
51	2:OR	1:AND	+	0.909	0.04	0	0	0	0	0	0.051
52	2:OR	2:OR		0	1	0	0	0	0	0	0
53	2:OR	1:AND	+	0.726	0.273	0	0	0	0	0	0.001
54	2:OR	2:OR		0	1	0	0	0	0	0	0
55	2:OR	2:OR		0.314	0.686	0	0	0	0	0	0
56	2:OR	2:OR		0.136	0.864	0	0	0	0	0	0
57	2:OR	2:OR		0.001	0.999	0	0	0	0	0	0
58	2:OR	2:OR		0.04	0.96	0	0	0	0	0	0
59	2:OR	2:OR		0	0.999	0	0	0	0	0	0
60	2:OR	5:NOT	+	0	0.007	0.052	0.011	0.88	0	0.009	0.042
61	2:OR	2:OR		0	0.994	0	0	0	0	0.001	0.005
62	2:OR	2:OR		0	0.998	0	0	0	0	0	0.002
63	7:XOR	7:XOR		0	0	0	0	0	0	1	0
64	7:XOR	7:XOR		0	0	0	0	0	0	1	0
65	7:XOR	7:XOR		0	0	0	0	0	0	1	0
66	7:XOR	7:XOR		0	0	0	0	0	0	1	0
67	7:XOR	7:XOR		0	0	0	0	0	0	1	0
68	7:XOR	7:XOR		0	0	0	0	0	0	1	0
69	7:XOR	7:XOR		0	0	0	0	0	0	1	0
70	7:XOR	7:XOR		0	0	0	0	0	0	1	0
71	7:XOR	7:XOR		0	0.003	0	0	0	0	0.997	0
72	7:XOR	7:XOR		0	0.012	0	0.003	0.001	0	0.984	0
73	7:XOR	7:XOR		0	0	0	0	0	0	1	0
74	7:XOR	7:XOR		0	0.056	0	0.046	0	0	0.897	0
75	7:XOR	7:XOR		0	0	0	0	0	0	1	0
76	7:XOR	2:OR	+	0	0.931	0	0	0	0	0.069	0
77	1:AND	1:AND		1	0	0	0	0	0	0	0
78	1:AND	1:AND		0.997	0	0	0	0	0	0	0.003
79	1:AND	1:AND		1	0	0	0	0	0	0	0
80	1:AND	1:AND		0.997	0	0	0	0	0	0	0.003
81	1:AND	1:AND		0.855	0.145	0	0	0	0	0	0
82	1:AND	8:LabelBox	+	0	0.002	0	0	0.032	0	0	0.966
83	1:AND	1:AND		1	0	0	0	0	0	0	0
84	1:AND	1:AND		0.994	0	0	0	0	0	0	0.006
85	1:AND	1:AND		1	0	0	0	0	0	0	0
86	1:AND	1:AND		0.947	0.002	0	0	0	0	0	0.051
87	1:AND	1:AND		1	0	0	0	0	0	0	0
88	1:AND	1:AND		1	0	0	0	0	0	0	0
89	1:AND	1:AND		0.813	0.143	0	0	0	0	0	0.044
90	1:AND	1:AND		1	0	0	0	0	0	0	0
91	1:AND	1:AND		0.999	0.001	0	0	0	0	0	0
92	1:AND	1:AND		0.994	0	0	0	0	0	0	0.006
93	1:AND	2:OR	+	0.008	0.991	0	0	0	0	0	0
94	1:AND	1:AND		0.855	0.145	0	0	0	0	0	0
95	1:AND	1:AND		0.971	0.021	0	0	0	0	0	0.008
96	1:AND	1:AND		0.824	0.005	0	0	0	0	0	0.17
97	1:AND	1:AND		1	0	0	0	0	0	0	0
98	1:AND	1:AND		0.994	0	0	0	0	0	0	0.006
99	1:AND	2:OR	+	0.134	0.612	0	0	0.001	0	0.002	0.251
100	1:AND	1:AND		1	0	0	0	0	0	0	0
101	1:AND	1:AND		1	0	0	0	0	0	0	0
102	1:AND	1:AND		1	0	0	0	0	0	0	0
103	1:AND	1:AND		1	0	0	0	0	0	0	0
104	1:AND	8:LabelBox	+	0.175	0	0	0	0	0.008	0	0.817
105	1:AND	1:AND		1	0	0	0	0	0	0	0
106	1:AND	1:AND		1	0	0	0	0	0	0	0
107	1:AND	1:AND		1	0	0	0	0	0	0	0
108	1:AND	1:AND		1	0	0	0	0	0	0	0
109	1:AND	5:NOT	+	0	0.001	0.002	0	0.795	0	0	0.203
110	1:AND	1:AND		1	0	0	0	0	0	0	0
111	1:AND	1:AND		1	0	0	0	0	0	0	0
112	1:AND	1:AND		1	0	0	0	0	0	0	0
113	1:AND	1:AND		0.986	0	0	0	0	0	0	0.014
114	1:AND	8:LabelBox	+	0.362	0	0	0	0	0	0	0.637
115	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
116	1:AND	1:AND		1	0	0	0	0	0	0	0
117	1:AND	1:AND		0.995	0	0	0	0	0	0	0.005
118	1:AND	1:AND		1	0	0	0	0	0	0	0
119	1:AND	1:AND		1	0	0	0	0	0	0	0
120	1:AND	1:AND		0.947	0.002	0	0	0	0	0	0.051
121	1:AND	1:AND		0.999	0	0	0	0	0	0	0
122	3:NAND	5:NOT	+	0	0.007	0.043	0.051	0.569	0.001	0	0.329
123	3:NAND	3:NAND		0	0	0.983	0	0.015	0	0	0.001
124	3:NAND	3:NAND		0	0	0.983	0	0.015	0	0	0.001
125	3:NAND	8:LabelBox	+	0.131	0	0.001	0	0.009	0.001	0	0.858
126	3:NAND	8:LabelBox	+	0.003	0.001	0.04	0	0.44	0	0	0.516
127	3:NAND	3:NAND		0	0	0.964	0	0.031	0	0	0.004
128	3:NAND	4:NOR	+	0.027	0.332	0.095	0.454	0.006	0	0	0.085
129	3:NAND	8:LabelBox	+	0.01	0	0.178	0	0.077	0	0	0.734
130	8:LabelBox	8:LabelBox		0.14	0.265	0	0	0	0.003	0	0.59
131	8:LabelBox	8:LabelBox		0.007	0.075	0	0	0.011	0	0	0.907
132	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
133	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
134	8:LabelBox	8:LabelBox		0.001	0	0	0	0	0	0	0.999
135	8:LabelBox	8:LabelBox		0.067	0.004	0.004	0.002	0.001	0	0	0.922
136	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
137	8:LabelBox	8:LabelBox		0.001	0	0	0	0	0	0	0.999
138	8:LabelBox	1:AND	+	0.829	0.014	0.039	0	0.006	0	0	0.112
139	8:LabelBox	1:AND	+	0.674	0	0	0	0	0	0	0.326
140	8:LabelBox	8:LabelBox		0	0	0	0	0	0	0	1
141	8:LabelBox	8:LabelBox		0.004	0.004	0	0	0	0	0	0.992
142	8:LabelBox	3:NAND	+	0.025	0.128	0.766	0	0.006	0	0.003	0.072
143	8:LabelBox	8:LabelBox		0.118	0.001	0	0	0.001	0	0	0.88
144	8:LabelBox	8:LabelBox		0.059	0.003	0.002	0	0.072	0	0	0.862
145	8:LabelBox	8:LabelBox		0.059	0.003	0.002	0	0.072	0	0	0.862
146	8:LabelBox	8:LabelBox		0.002	0.064	0.009	0	0.194	0	0	0.731
147	8:LabelBox	8:LabelBox		0.008	0	0	0	0	0	0	0.992
148	8:LabelBox	1:AND	+	0.919	0	0	0	0	0	0	0.081
149	8:LabelBox	2:OR	+	0.042	0.955	0	0	0	0	0	0.003
150	4:NOR	4:NOR		0	0.011	0.004	0.615	0.365	0	0	0.004
151	4:NOR	4:NOR		0	0.002	0	0.983	0.014	0	0	0
152	4:NOR	4:NOR		0	0.263	0	0.651	0	0	0.086	0
153	4:NOR	4:NOR		0	0.018	0.028	0.94	0.013	0	0	0
154	4:NOR	8:LabelBox	+	0.01	0.206	0.003	0.215	0.18	0	0.033	0.352
155	4:NOR	4:NOR		0	0	0.001	0.967	0.006	0	0.025	0
156	4:NOR	2:OR	+	0	0.793	0	0	0	0	0.203	0.004
157	4:NOR	2:OR	+	0.001	0.967	0.006	0.014	0.002	0	0.001	0.01
158	4:NOR	4:NOR		0	0.002	0	0.998	0	0	0	0
159	6:NOTBUBBL	6:NOTBUBBL		0.034	0	0	0	0	0.907	0	0.059
160	6:NOTBUBBL	6:NOTBUBBL		0.056	0	0	0	0	0.753	0	0.19
161	6:NOTBUBBL	6:NOTBUBBL		0.001	0	0	0	0	0.988	0	0.01
162	6:NOTBUBBL	6:NOTBUBBL		0.006	0	0	0	0	0.988	0	0.006
163	6:NOTBUBBL	6:NOTBUBBL		0.034	0	0	0	0	0.907	0	0.059
164	6:NOTBUBBL	1:AND	+	0.523	0.218	0.001	0.001	0	0.099	0	0.159
1	5:NOT	5:NOT		0	0.012	0	0	0.849	0	0	0.139
2	5:NOT	5:NOT		0	0	0	0	1	0	0	0
3	5:NOT	5:NOT		0	0	0	0	1	0	0	0
4	5:NOT	5:NOT		0	0	0	0	1	0	0	0
5	5:NOT	2:OR	+	0.001	0.801	0	0.001	0.043	0	0	0.154
6	5:NOT	5:NOT		0	0	0	0	1	0	0	0
7	5:NOT	5:NOT		0	0	0	0	1	0	0	0
8	5:NOT	5:NOT		0	0	0	0	1	0	0	0
9	5:NOT	5:NOT		0	0	0	0	1	0	0	0
10	5:NOT	5:NOT		0	0	0	0	0.998	0	0	0.002
11	5:NOT	5:NOT		0	0	0	0	1	0	0	0
12	5:NOT	5:NOT		0	0	0	0	1	0	0	0
13	5:NOT	5:NOT		0	0	0.009	0	0.977	0	0	0.014
14	5:NOT	5:NOT		0	0	0	0	1	0	0	0
15	5:NOT	5:NOT		0	0	0	0	0.997	0	0	0.003
16	5:NOT	5:NOT		0	0	0	0	1	0	0	0
17	5:NOT	5:NOT		0	0	0	0	1	0	0	0
18	5:NOT	5:NOT		0	0	0	0	1	0	0	0
19	5:NOT	5:NOT		0	0	0	0	0.976	0	0	0.024
20	5:NOT	5:NOT		0	0	0	0.001	0.998	0	0	0
21	5:NOT	5:NOT		0	0	0	0	0.999	0	0	0.001
22	5:NOT	5:NOT		0	0	0	0	1	0	0	0
23	5:NOT	5:NOT		0	0	0	0	1	0	0	0
24	5:NOT	3:NAND	+	0.001	0	0.819	0.001	0.172	0	0	0.007
25	5:NOT	8:LabelBox	+	0.001	0.001	0.001	0	0.401	0	0	0.595
26	5:NOT	5:NOT		0	0	0	0	0.999	0	0	0
27	5:NOT	5:NOT		0	0	0	0	1	0	0	0
28	5:NOT	5:NOT		0	0	0	0	1	0	0	0
29	5:NOT	5:NOT		0	0	0	0	1	0	0	0
